cluster,n_sta,z_hypodd,z_free,z_scaled,z_alone,rms_alone,ci_lo,ci_hi,r_min,r_max
0,3,1.909,1.5641086125680312,2.2025369455828097,2.3600000000000003,106.29599351528543,2.3600000000000003,2.3600000000000003,0.20649411199123174,4.870326764790695
1,2,1.946,0.7999994340123527,1.1999996598444802,0.26,60.31527465062959,0.26,0.26,1.5661210551512288,5.786619885834088
2,3,0.834,1.2426382757292258,2.1751347509230543,0.30000000000000004,34.720138707262095,0.30000000000000004,0.30000000000000004,2.3326444289954726,4.1433121166168805
3,3,0.861,1.0695672672687855,2.0175393645126576,0.30000000000000004,54.82818305201886,0.30000000000000004,0.30000000000000004,2.1196213653249814,3.9727967676600136
4,3,1.267,0.8195906821990199,1.9546722708632451,0.7800000000000001,16.49275612035285,0.66,0.8800000000000001,2.8170852769777124,2.9239332750876352
5,2,1.358,1.4381741287356495,2.264973412171521,1.4400000000000004,3.144925224031125,1.4200000000000004,1.4400000000000004,2.424518227347642,2.57117266898638
6,3,1.161,0.5587578981907774,1.775476687275278,0.44000000000000006,24.275368646005866,0.44000000000000006,0.44000000000000006,2.6481395043109943,3.300038762408492
7,2,1.358,1.4381741287356495,2.264973412239815,1.4400000000000004,3.144925224031125,1.4200000000000004,1.4400000000000004,2.424518227347642,2.57117266898638
